package,version,imports,suggests,repository,description
datimutils,0.1.3,"dplyr (>= 0.8.3), tidyr (>= 0.8.3), readr (>= 1.3.1), jsonlite
(>= 1.6), purrr (>= 0.3.2), tibble (>= 2.1.1), stringr (>=
1.4.0), stringi (>= 1.4.3), httr (>= 1.4.0), rlist (>=
0.4.6.1), magrittr (>= 1.5), keyring, lazyeval, stats,
lubridate, data.table, getPass, rlang","devtools (>= 2.0.1), httptest, knitr, rmarkdown, testthat (>=
2.1.0)",https://github.com/pepfar-datim/datimutils,General utilities for interacting with the DATIM api from R.
datimvalidation,1.1.2,"xml2 (>= 1.3.2), plyr (>= 1.8.4), jsonlite (>= 1.6), stringr
(>= 1.4.0), httr (>= 1.4.0), digest (>= 0.6.18), reshape2 (>=
1.4.3), assertthat (>= 0.2.0), rlist (>= 0.4.6.1), ISOweek (>=
0.6-2), lubridate (>= 1.7.4), getPass (>= 0.2-2), purrr (>=
0.3.2), dplyr (>= 0.8.3), R6 (>= 2.4.1), datimutils (>= 0.1.0)","doMC (>= 1.3.5), foreach (>= 1.4.4), httptest (>= 3.2.2),
knitr (>= 1.21), methods, rmarkdown (>= 1.11), roxygen2 (>=
6.1.1), tcltk, testthat (>= 2.0.1), covr (>= 3.2.1), stringi
(>= 1.3.1), rprojroot (>= 1.3-2)",https://github.com/jason-p-pickering/datim-validation,"A comprehensive set of tools to validate data payloads
        intended for import into 'DATIM' <https://www.datim.org/>.
        DATIM is the 'PEPFAR' <https://www.state.gov/pepfar/> specific
        instance of 'DHIS2' <https://www.dhis2.org/>. These scripts are
        provided for the 'PEPFAR' data exchange community in order to
        validate their prospective data payloads prior to submission
        for import."
DBI,1.1.3,,"blob, covr, DBItest, dbplyr, downlit, dplyr, glue, hms,
knitr, magrittr, RMariaDB, rmarkdown, rprojroot, RSQLite (>=
1.1-2), testthat, xml2",https://cran.rstudio.com/src/contrib,"A database interface definition for communication between R
    and relational database management systems.  All classes in this
    package are virtual and need to be extended by the various R/DBMS
    implementations."
dbplyr,2.2.1,"assertthat (>= 0.2.0), blob (>= 1.2.0), cli (>= 3.3.0), DBI
(>= 1.0.0), dplyr (>= 1.0.9), glue (>= 1.2.0), lifecycle (>=
1.0.0), magrittr, methods, pillar (>= 1.5.0), purrr (>= 0.2.5),
R6 (>= 2.2.2), rlang (>= 1.0.0), tibble (>= 1.4.2), tidyselect
(>= 0.2.4), utils, vctrs (>= 0.4.1), withr","bit64, covr, knitr, Lahman, nycflights13, odbc, RMariaDB (>=
1.0.2), rmarkdown, RPostgres (>= 1.1.3), RPostgreSQL, RSQLite
(>= 2.1.0), testthat (>= 3.0.2), tidyr (>= 1.2.0)",https://cran.rstudio.com/src/contrib,"A 'dplyr' back end for databases that allows you to
    work with remote database tables as if they are in-memory data frames.
    Basic features works with any database that has a 'DBI' back end; more
    advanced features require 'SQL' translation to be provided by the
    package author."
desc,1.4.1,"cli, R6, rprojroot, utils","callr, covr, gh, spelling, testthat, whoami, withr",https://cran.rstudio.com/src/contrib,"Tools to read, write, create, and manipulate DESCRIPTION
    files.  It is intended for packages that create or manipulate other
    packages."
devtools,2.4.4,"cli (>= 3.3.0), desc (>= 1.4.1), ellipsis (>= 0.3.2), fs (>=
1.5.2), lifecycle (>= 1.0.1), memoise (>= 2.0.1), miniUI (>=
0.1.1.1), pkgbuild (>= 1.3.1), pkgdown (>= 2.0.6), pkgload (>=
1.3.0), profvis (>= 0.3.7), rcmdcheck (>= 1.4.0), remotes (>=
2.4.2), rlang (>= 1.0.4), roxygen2 (>= 7.2.1), rversions (>=
2.1.1), sessioninfo (>= 1.2.2), stats, testthat (>= 3.1.4),
tools, urlchecker (>= 1.0.1), utils, withr (>= 2.5.0)","BiocManager (>= 1.30.18), callr (>= 3.7.1), covr (>= 3.5.1),
curl (>= 4.3.2), digest (>= 0.6.29), DT (>= 0.23), foghorn (>=
1.4.2), gh (>= 1.3.0), gmailr (>= 1.0.1), httr (>= 1.4.3),
knitr (>= 1.39), lintr (>= 3.0.0), MASS, mockery (>= 0.4.3),
pingr (>= 2.0.1), rhub (>= 1.1.1), rmarkdown (>= 2.14),
rstudioapi (>= 0.13), spelling (>= 2.2)",https://cran.rstudio.com/src/contrib,Collection of package development tools.
diffobj,0.3.5,"crayon (>= 1.3.2), tools, methods, utils, stats","knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Generate a colorized diff of two R objects for an intuitive
    visualization of their differences."
digest,0.6.29,utils,"tinytest, simplermarkdown",https://cran.rstudio.com/src/contrib,"Implementation of a function 'digest()' for the creation of hash
 digests of arbitrary R objects (using the 'md5', 'sha-1', 'sha-256', 'crc32',
 'xxhash', 'murmurhash', 'spookyhash' and 'blake3' algorithms) permitting easy
 comparison of R language objects, as well as functions such as'hmac()' to
 create hash-based message authentication code. Please note that this package
 is not meant to be deployed for cryptographic purposes for which more
 comprehensive (and widely tested) libraries such as 'OpenSSL' should be
 used."
distributional,0.3.0,"vctrs (>= 0.3.0), rlang (>= 0.4.5), generics, ellipsis, stats,
numDeriv, ggplot2, scales, farver, digest, utils, lifecycle","testthat (>= 2.1.0), covr, mvtnorm, actuar (>= 2.0.0), ggdist",https://cran.rstudio.com/src/contrib,"Vectorised distribution objects with tools for manipulating, 
    visualising, and using probability distributions. Designed to allow model
    prediction outputs to return distributions rather than their parameters, 
    allowing users to directly interact with predictive distributions in a
    data-oriented workflow. In addition to providing generic replacements for
    p/d/q/r functions, other useful statistics can be computed including means,
    variances, intervals, and highest density regions."
downlit,0.4.2,"brio, desc, digest, evaluate, fansi, memoise, rlang, vctrs,
withr, yaml","covr, htmltools, jsonlite, MASS, MassSpecWavelet, pkgload,
rmarkdown, testthat (>= 3.0.0), xml2",https://cran.rstudio.com/src/contrib,"Syntax highlighting of R code, specifically designed for the
    needs of 'RMarkdown' packages like 'pkgdown', 'hugodown', and
    'bookdown'. It includes linking of function calls to their
    documentation on the web, and automatic translation of ANSI escapes in
    output to the equivalent HTML."
downloader,0.4,"utils, digest",testthat,https://cran.rstudio.com/src/contrib,"Provides a wrapper for the download.file function,
    making it possible to download files over HTTPS on Windows, Mac OS X, and
    other Unix-like platforms. The 'RCurl' package provides this functionality
    (and much more) but can be difficult to install because it must be compiled
    with external dependencies. This package has no external dependencies, so
    it is much easier to install."
dplyr,1.0.9,"generics, glue (>= 1.3.2), lifecycle (>= 1.0.1), magrittr (>=
1.5), methods, R6, rlang (>= 1.0.2), tibble (>= 2.1.3),
tidyselect (>= 1.1.1), utils, vctrs (>= 0.4.1), pillar (>=
1.5.1)","bench, broom, callr, covr, DBI, dbplyr (>= 1.4.3), ggplot2,
knitr, Lahman, lobstr, microbenchmark, nycflights13, purrr,
rmarkdown, RMySQL, RPostgreSQL, RSQLite, testthat (>= 3.1.1),
tidyr, withr",https://cran.rstudio.com/src/contrib,"A fast, consistent tool for working with data frame
    like objects, both in memory and out of memory."
DT,0.23,"htmltools (>= 0.3.6), htmlwidgets (>= 1.3), jsonlite (>=
0.9.16), magrittr, crosstalk, jquerylib, promises","knitr (>= 1.8), rmarkdown, shiny (>= 1.6), bslib, testit",https://cran.rstudio.com/src/contrib,"Data objects in R can be rendered as HTML tables using the
    JavaScript library 'DataTables' (typically via R Markdown or Shiny). The
    'DataTables' library has been included in this R package. The package name
    'DT' is an abbreviation of 'DataTables'."
dtplyr,1.2.1,"crayon, data.table (>= 1.13.0), dplyr (>= 1.0.3), ellipsis,
glue, lifecycle, rlang, tibble, tidyselect, vctrs","bench, covr, knitr, rmarkdown, testthat (>= 3.0.0), tidyr (>=
1.1.0)",https://cran.rstudio.com/src/contrib,"Provides a data.table backend for 'dplyr'. The goal of
    'dtplyr' is to allow you to write 'dplyr' code that is automatically
    translated to the equivalent, but usually much faster, data.table
    code."
dynlm,0.3-6,"stats, car (>= 2.0-0), lmtest","datasets, sandwich, strucchange, TSA",https://cran.rstudio.com/src/contrib,Dynamic linear models and time series regression.
e1071,1.7-11,"graphics, grDevices, class, stats, methods, utils, proxy","cluster, mlbench, nnet, randomForest, rpart, SparseM, xtable,
Matrix, MASS, slam",https://cran.rstudio.com/src/contrib,"Functions for latent class analysis, short time Fourier
	     transform, fuzzy clustering, support vector machines,
	     shortest path computation, bagged clustering, naive Bayes
	     classifier, generalized k-nearest neighbour ..."
ellipsis,0.3.2,rlang (>= 0.3.0),"covr, testthat",https://cran.rstudio.com/src/contrib,"The ellipsis is a powerful tool for extending functions. Unfortunately 
    this power comes at a cost: misspelled arguments will be silently ignored. 
    The ellipsis package provides a collection of functions to catch problems
    and alert the user."
emojifont,0.5.5,"ggplot2, proto, showtext, sysfonts, utils","colorspace, knitr, rmarkdown, prettydoc",https://cran.rstudio.com/src/contrib,"An implementation of using emoji and fontawesome for using in both
    base and 'ggplot2' graphics."
enc,0.2.2,methods,"digest, pillar, readr, rlang, testthat, withr",https://cran.rstudio.com/src/contrib,"
    Implements an S3 class for storing 'UTF-8' strings, based on regular character vectors.
    Also contains routines to portably read and write 'UTF-8' encoded text files,
    to convert all strings in an object to 'UTF-8',
    and to create character vectors with various encodings."
estimatr,0.30.4,"Formula, generics, methods, Rcpp (>= 0.12.16), rlang (>=
0.2.0)","fabricatr (>= 0.10.0), randomizr (>= 0.20.0), AER,
clubSandwich, emmeans (>= 1.4), estimability, ivpack, margins,
modelsummary, prediction, RcppEigen, sandwich, stargazer,
testthat, car",https://cran.rstudio.com/src/contrib,"Fast procedures for small set of commonly-used, design-appropriate estimators with robust standard errors and confidence intervals. Includes estimators for linear regression, instrumental variables regression, difference-in-means, Horvitz-Thompson estimation, and regression improving precision of experimental estimates by interacting treatment with centered pre-treatment covariates introduced by Lin (2013) <doi:10.1214/12-AOAS583>."
evaluate,0.15,methods,"covr, ggplot2, lattice, testthat",https://cran.rstudio.com/src/contrib,"Parsing and evaluation tools that make it easy to recreate the
    command line behaviour of R."
extrafont,0.18,"extrafontdb, grDevices, utils, Rttf2pt1",fontcm,https://cran.rstudio.com/src/contrib,"Tools to using fonts other than the standard PostScript fonts.
    This package makes it easy to use system TrueType fonts and with PDF or
    PostScript output files, and with bitmap output files in Windows. extrafont
    can also be used with fonts packaged specifically to be used with, such as
    the fontcm package, which has Computer Modern PostScript fonts with math
    symbols. See https://github.com/wch/extrafont for instructions and
    examples."
extrafontdb,1.0,,,https://cran.rstudio.com/src/contrib,Package for holding the database for the extrafont package
fansi,1.0.3,"grDevices, utils","unitizer, knitr, rmarkdown",https://cran.rstudio.com/src/contrib,"Counterparts to R string manipulation functions that account for
   the effects of ANSI text formatting control sequences."
farver,2.1.1,,"covr, testthat (>= 3.0.0)",https://cran.rstudio.com/src/contrib,"The encoding of colour can be handled in many different ways, using
    different colour spaces. As different colour spaces have different uses,
    efficient conversion between these representations are important. The 
    'farver' package provides a set of functions that gives access to very fast
    colour space conversion and comparisons implemented in C++, and offers 
    speed improvements over the 'convertColor' function in the 'grDevices' 
    package."
fastmap,1.1.0,,testthat (>= 2.1.1),https://cran.rstudio.com/src/contrib,"Fast implementation of data structures, including a key-value
    store, stack, and queue. Environments are commonly used as key-value stores
    in R, but every time a new key is used, it is added to R's global symbol
    table, causing a small amount of memory leakage. This can be problematic in
    cases where many different keys are used. Fastmap avoids this memory leak
    issue by implementing the map using data structures in C++."
